0.01 0.707107
0.010975 0.706396
0.012045 0.705617
0.0132194 0.704763
0.0145083 0.703827
0.0159228 0.702802
0.0174753 0.701679
0.0191791 0.700449
0.021049 0.699103
0.0231013 0.697628
0.0253536 0.696014
0.0278256 0.694248
0.0305386 0.692317
0.033516 0.690204
0.0367838 0.687894
0.0403702 0.685371
0.0443062 0.682614
0.048626 0.679604
0.053367 0.676319
0.0585702 0.672737
0.0642807 0.668831
0.070548 0.664577
0.0774264 0.659946
0.0849753 0.654908
0.0932603 0.649433
0.102353 0.643489
0.112332 0.637041
0.123285 0.630054
0.135305 0.622493
0.148497 0.614321
0.162975 0.605502
0.178865 0.595998
0.196304 0.585775
0.215443 0.574796
0.236449 0.563031
0.259502 0.55045
0.284804 0.537027
0.312572 0.522742
0.343047 0.50758
0.376494 0.491536
0.413201 0.474611
0.453488 0.456817
0.497702 0.438178
0.546228 0.41873
0.599484 0.398523
0.657933 0.377623
0.722081 0.356112
0.792483 0.334088
0.869749 0.311666
0.954548 0.288977
1.04762 0.266168
1.14976 0.243402
1.26186 0.220851
1.38489 0.198699
1.51991 0.177133
1.6681 0.156341
1.83074 0.136504
2.00923 0.117795
2.20513 0.100365
2.42013 0.0843445
2.65609 0.069831
2.91505 0.0568881
3.19927 0.0455408
3.51119 0.0357738
3.85353 0.0275328
4.22924 0.0207272
4.64159 0.015236
5.09414 0.0109148
5.59081 0.00760489
6.13591 0.00514226
6.73415 0.00336649
7.39072 0.00212845
8.11131 0.00129606
8.90215 0.000757841
9.7701 0.000424154
10.7227 0.000226429
11.7681 0.000114848
12.9155 5.51124e-05
14.1747 2.49047e-05
15.5568 1.05407e-05
17.0735 4.15262e-06
18.7382 1.51071e-06
20.5651 5.04045e-07
22.5702 1.52556e-07
24.7708 4.39105e-08
27.1859 1.28802e-08
29.8365 4.39218e-09
32.7455 2.12896e-09
35.9381 1.09898e-09
39.4421 6.45982e-10
43.2876 4.22817e-10
47.5081 2.94648e-10
52.1401 2.22662e-10
57.2237 1.62821e-10
62.8029 1.15063e-10
68.9261 8.20632e-11
75.6463 6.86861e-11
83.0218 4.94067e-11
91.1163 3.77951e-11
100 2.78527e-11
