0 3
0 16
0 34
0 39
0 45
0 47
1 13
1 15
1 32
1 48
2 5
2 13
2 15
2 16
2 24
2 40
2 44
2 45
2 48
3 23
3 29
3 35
3 39
4 9
4 12
4 39
5 24
6 11
6 44
7 12
7 14
7 27
7 35
8 28
8 29
8 30
8 36
8 44
8 48
9 11
9 18
9 25
9 31
9 35
9 41
9 43
9 46
10 15
10 18
10 25
10 42
10 43
11 46
12 27
12 31
12 39
12 42
13 18
13 36
13 39
13 44
14 17
14 26
14 31
14 38
14 39
14 40
14 45
15 44
15 46
16 19
16 32
17 23
17 30
17 33
17 40
17 49
18 32
19 33
19 35
19 45
20 22
20 30
20 34
20 35
21 35
21 48
22 30
23 29
23 31
23 32
23 38
23 48
23 49
24 29
25 46
25 49
26 39
26 41
26 43
26 44
26 46
26 49
27 29
27 31
27 35
27 40
27 45
28 43
28 45
29 47
30 39
30 44
30 46
31 35
31 46
31 47
31 49
32 35
32 43
33 35
34 36
34 44
34 46
36 37
37 41
37 42
37 45
38 43
38 47
38 48
39 42
41 45
48 49
